,Q,A,label
4357,천천히라도 직장을 구해 보려고 하시는군요. 특별한 이유가 있으신가요?,더 좋은 회사가 기다리고 있을지도 모르는데 쉬고 있기가 좀 그래.,2
4358,열심히 작성한 서류가 다 사라져 버려서 기분이 안 좋으시군요. 저장해 둔 부분은 없나요?,며칠 전에 집에 가서 하려고 메일로 보내 놓은 부분이 있어. 다행이다.,2
4359,새 직장의 분위기가 마음에 드는군요. 어떤 점이 마음에 드나요?,자기 할 일만 잘 해내면 간섭하지 않는 문화가 편해.,2
4360,어떠한 이유로 시험을 못 볼 뻔했나요?,늦게까지 시험공부를 하다가 늦잠을 잤는데 동기가 깨워줘서 무사히 시험을 봤어.,2
4361,노후준비에 대한 이야기를 나누셨군요. 어떤 점이 기쁘게 만들었나요?,오랜 시간동안 체계적으로 준비한 것 같아서 기쁘고 든든해.,2
4362,아들을 세상 누구보다 사랑하고 아들도 존경하고 있다고 생각하는군요!,응. 사랑하는 아들과 함께 하는 하루하루가 참 기뻐.,2
4363,무엇 때문에 고백을 받아들였다는 사실이 믿기지 않으신가요?,완벽한 내 이상형이었는데 고백을 받아준 게 너무 기뻐서 현실감이 느껴지지 않아.,2
4364,왜 그렇다고 느끼시나요?,바쁘다는 핑계로 미뤘던 운동이나 제대로 해볼까 하고. 근처에 헬스장이 새로 오픈했더라고.,2
4365,괴롭힘을 당하셨다니 많이 힘드셨겠어요.,많이 힘들었지. 근데 며칠 전에 선생님한테 혼난 뒤로 날 괴롭히지 않는 것 같아.,2
4366,그렇겠군요. 티브이 시청 외에 다른 건 안 하세요?,응. 다른 걸 해 보고 싶긴 한데 만사가 귀찮네.,2
4367,그런 일이 있으셨군요. 만약 사과를 받지 못했다면 어땠을까요?,서로 불편했을 거야. 그 친구도 용기를 냈을 텐데 고맙다는 생각이 들어.,2
4368,방이 넓어져서 정말 좋겠네요.,응. 내 방은 책상만으로도 꽉 차서 불만이었어.,2
4369,처음 친구가 생기다니 정말 신이 날 것 같아요.,더 친해지기 위해 내일 그 친구에게 함께 놀자고 말해봐야겠어.,2
4370,괴롭히던 애들이 전학을 갔는데도 아무도 다가와주지 않아서 속상하시겠어요.,응. 겨우 괴롭힘에서 벗어 났는데 지금도 그리 좋지는 않아.,2
4371,완치 될 수 있다는 희망에 기쁘시겠어요.,많은 병원을 다녀봤지만 이 병원처럼 신뢰감을 주는 곳은 없었어.,2
4372,며느리 분이 항상 데려다 주시니 편하시겠어요.,며느리가 나에게 잘해주는 만큼 나도 며느리에게 잘해주고 싶어.,2
4373,사람에 대한 감사함이 느껴지는 하루하루를 보내고 계시는군요. 좀 더 자세히 듣고 싶어요.,내 주위에 좋은 사람들이 많다는 게 난 감사해.,2
4374,좋은 친구들이 있어 마음이 편하시겠어요. ,맞아. 내가 더 잘해주어야지. ,2
4375,친구를 잃게 되어 상심이 크시겠어요.,나도 저렇게 한순간에 갈 수 있다는 생각이 드네.,2
4376,따돌림 시키던 친구들이 퇴학처리가 되었군요.,그 애들 때문에 학교에 가기가 싫었는데 이제는 마음이 홀가분해.,2
4377,날씨가 좋아져서 천식이 괜찮아지셔서 편하시겠어요.,요즘엔 호흡하기가 괜찮은데 다시 안 좋아질까 봐 걱정이지.,2
4378,중년의 나이지만 취업 준비 중이시군요?,중년의 나이에도 취업을 할 수 있는 걸 보여주고 말 거야.,2
4379,금융상담사가 준비해온 노후 계획이 완벽하다고 얘기해줘서 좋으시겠어요.,카페 계획이 있는데 이걸 위해서 내가 먼저 뭘 준비해야 할까?,2
4380,다행히 오늘 검사를 안 하셔서 기쁘시겠어요.,오늘은 선생님이 까먹으신 것 같아. 아마 다음시간에 검사하시겠지?,2
4381,애인을 잊지 못하다니 상처가 크겠어요.,오래 만난 만큼 더 잊지 못하겠어.,2
4382,남편의 승진 소식을 듣고 기분이 좋으시군요.,나뿐만이 아니라 가족들도 다 기뻐하는데 제일 기뻐하는 건 본인이 아닐까 싶어.,2
4383,취직해서 기쁘시군요. 좀 더 이야기해 주시겠어요?,부모님께 자식 해야 할 도리를 할 수 있게 된 듯한 느낌이 들어.,2
4384,생일에 아들로부터 사랑한다는 말을 들었군요.,부끄러움이 많은 녀석인데도 사랑한다고 말해주니 정말 기분이 좋았어.,2
4385,아들이 구두를 닦아놓아서 기분이 좋으시겠어요. 기쁨이 배가 되려면 어떻게 하면 좋을까요?,안 그래도 아들에게 용돈을 줄까 생각 중이야. 무선이어폰을 사려고 알아보는 중인데 돈이 조금 모자란 것 같더라고.,2
4386,집값이 올라 이득을 보셨군요. 기분이 어떠신가요?,투자목적으로 산 거는 아니지만 부동산으로 이득을 보게 돼서 너무 기뻐. 그 흔한 연금도 없고 노후 준비를 제대로 못 해놨는데 그나마 다행이야.,2
4387,아들이 공부를 열심히 해서 뿌듯하시군요. 아들이 공부를 열심히 하는 비결이라도 있나요? ,어렸을 때부터 스스로 공부목표를 세우게 했어. 그랬더니 다그치지 않아도 알아서 열심히 하더라고.,2
4388,건강 검진 결과가 좋으셔서 기쁘시군요. 정말 축하드려요. 혹시 건강을 유지하는 방법이 있으신가요?,건강을 위해서 일주일에 세 번 이상 운동을 하고 있어. 이 방법이 건강에 도움이 되는 것 같아. 앞으로도 꾸준히 할 생각이야.,2
4389,따님과 화해해서 다행이라 생각하시는 군요. 따님과는 앞으로 어떻게 지내실 건가요?,다시는 싸우지 않기 위해 내가 많이 노력할꺼야.,2
4390,교수님 추천 덕분에 회사생활에 정말 만족하고 있군요. 조금 더 자세히 말씀해 주시겠어요?,교수님께서 나를 추천해주시지 않았더라면 이 회사에 들어가기가 힘들었을 거야.,2
4391,누가 받나요?,나랑 입사 동기가.,2
4392,생활에 활력이 생겨 기쁘시겠어요.,응. 문화센터에서 재미있는 걸 배우니 즐거워.,2
4393,기뻐하는 손녀를 보면서 기분이 좋으셨겠어요.,응. 내가 열심히 모은 돈이라 그런지 더 뿌듯해.,2
4394,어떻게 하면 성적을 올릴 수 있을까요?,공부 잘하는 친구들하고 공부해 보면서 비결을 알아낼 거야.,2
4395,일 진행이 잘 되고 있어서 좋으시군요. 좀 더 자세히 얘기해주시겠어요?,다른 팀이랑 협업해서 진행 중인 일이 어떠한 트러블도 없이 아주 잘 진행되고 있어.,2
4396,좋은 일이 있으신가 봐요. 더 자세히 말씀해 주시겠어요?,여유 자금으로 주식 투자를 했는데 많이 올랐지 뭐야! 그래서 기분이 좋아!,2
4397,축하드립니다. 기쁘시겠어요!,기뻐. 운동을 열심히 해서 그런가?,2
4398,좋으시겠어요. 우리나라에서 그래도 공무원 연금이 최고인 것 같아요.,네 일단 육십 세에 은퇴하면 바로 연금이 나오니까 그게 제일 좋은 거 같아. ,2
4399,열심히 해서 이룬 결과인데 어머니는 만족하지 않으셔서 정말 속상하고 슬플 것 같아요.,맞아. 내가 얼마나 열심히 했는데.,2
4400,정말 좋으시겠어요. 어디로 가시나요?,조용한 바닷가로 가서 쉬면서 재충전하려고 해.,2
4401,그럼 어떻게 다가가시나요?,난 사람을 느긋하게 보며 천천히 알아가고 싶어.,2
4402,매번 숙제 보여주는 것은  싫겠어요.,맞아 숙제는 스스로 해야 한다고 생각해.,2
4403,직장에서 속상한 일이 있었나 보군요. 어떻게 된 일인지 이야기해주실 수 있을까요?,우리는 외국계 회사라서 영문을 번역하는 서류를 만져야 하는데 옆 동료가 더 잘한다고 다들 칭찬이야.,2
4404,긴장했던 결혼식을 잘 보내셨군요. 결혼식은 어떠셨나요?,손님들이 많이 와서 긴장도 되고 떨리기도 했어.,2
4405,남편분의 금연이라니 기쁘실 것 같아요.,정말 기뻐. 항상 안 지켜졌었는데 이번엔 믿어도 될 것 같아.,2
4406,고혈압도 잘 관리하고 계시고 건강하셔서 기분이 좋으시군요.,죽음에 가까워지는 나이지만 그래도 내 건강을 믿고 신나게 생활하려 해.,2
4407,은퇴 후의 생활에 대해 고민하고 계시는군요.,응. 윤택하지는 않더라도 편안하게는 지내야겠지.,2
4408,정리가 다 되어간다니 무슨 일 있으세요? ,은퇴하고 이제 귀농할까 해. 주택도 사 놨고.,2
4409,과장으로 승진하셨다니 축하드려요.,고마워. 이번에도 떨어지면 퇴사해야 하나 싶었는데 정말 다행이야.,2
4410,경치가 아주 만족스러우시군요.,이런 도시에 이런 경치를 가지고 있는 동네가 있다니 너무 기뻐.,2
4411,원하는 대학에 가셔서 너무 좋으시겠어요.,경쟁률이 높아서 기대를 안 했는데 오늘 발표가 나서 너무 좋아.,2
4412,정말 축하드려요. 지금 기분이 어떤가요?,드디어 마지막 숙제를 끝낸 느낌이야.,2
4413,좋은 평가를 받으셨다니 정말 축하 드려요.,고마워. 몇 년간 열심히 한 걸 보상받은 기분이야.,2
4414,친구가 결혼하신 걸 보고 질투가 나시는군요.,솔로의 이점은 자유인 거 같아.,2
4415,그런 일이 있으셨군요. 어떻게 나오셨어요?,다행히 창고에 동료가 물건을 찾으러 내려와서 내가 나올 수 있었지.,2
4416,평소에 갖고싶었던 선물을 받아서 기쁘시군요. 무엇을 선물해주셨나요?,전부터 사고 싶었던 맥북을 선물받았어. 지나가는 말로 전에 한번 얘기했었는데 기억해줘서 고마웠어.,2
4417,자신감에 찬 모습이 스스로 멋있으시다는 말에서 자신감이 느껴지는 것 같아요.,자신감 부족했던 옛날과 비교하면 지금 현재가 훨씬 나은 거겠지.,2
4418,축하드려요. 정말 기쁘시겠어요!,정말 내가 찾던 딱 그 사람이야.,2
4419,그렇군요. 왜 슬프신지 말씀해주실 수 있을까요?,옆 부서직원이 이번에 과장으로 승진을 했대. 처음엔 나와 같은 말단 직원으로 시작했어.,2
4420,행복한 기분이시군요.,회사가 거리도 가깝고 친구의 도움도 받을 수 있고 내 성향과 딱 맞는 곳인 것 같아.,2
4421,학교에서 있었던 일을 천천히 해결하려 하시는 군요. 좀 더 자세히 얘기해주세요.,오늘 학교에서 내가 진로 상담을 했는데 아직 좀 걱정돼.,2
4422,남편을 많이 신뢰하시는군요. 좀 더 자세히 말씀해주시겠어요? ,생활 전반에서 언행일치가 이루어지는 사람이야. 그냥 나는 믿고 따를 수 있어.,2
4423,시청에서 뭐든 해줄 거라고 생각하시는군요. 조금 더 자세히 말씀해 주시겠어요?,이번에 새로 생기는 공원은 노인들만 이용할 수 있도록 요구할 거야.,2
4424,어떤 일로 질투를 하는 건가요?,내가 자식들과 친구처럼 가깝게 지내는 것이 부럽다고 하네. 자식들이랑 사이가 좋아서 행복해.,2
4425,아내와 둘이 행복하게 지내시고 싶으시군요. 아내에게 무엇을 해주고 싶으신가요?,건강하게 같이 늙어가는 것만으로도 행복해. 아내도 동의했어.,2
4426,월요일에 어떤 일로 즐거우세요?,월요일마다 간부들 앞에서 회장님께 브리핑하거든. 전에는 은근히 스트레스였는데 이젠 회장님이 믿어주셔서 마음이 편해.,2
4427,대인관계에 만족하시는군요.,아픈 곳도 없고 말이야.,2
4428,노인정 사람들이 퇴원하고 오니 많이들 반겨주셔서 기분 좋으셨겠어요.,통원 치료받아야 하긴 한데 노인정 사람들 얼굴 자주 볼 수 있으니 얼마나 좋아.,2
4429,성적도 잘 나오고 칭찬도 받고 좋으시군요.,얼마나 기쁜지 몰라.,2
4430,직장에서 혼자 식사하셔서 외로우신 상황이시군요. 어떻게 다른사람들과 함께 식사할 수 있을까요?,내일부터 사람들에게 내가 먼저 말 걸고 같이 밥 먹자 해야겠어.,2
4431,원하는 대학을 갈 수 있어 기쁘신 것 같네요.,응. 이런 맘을 잃지 않고 계속 열심히 해보려고.,2
4432,친해지고 싶은 친구에게 밥먹자고 용기를 내셨군요.,그 친구도 나와 친해지고 싶다고 했어. 너무 기뻐.,2
4433,큰 프로젝트의 성공과 생일이라는 경사가 겹쳐서 행복하시겠어요.,응 내 생에 사람들에게 최고로 많은 찬사를 받은 하루였어.,2
4434,그런 생각을 하신 계기가 있나요?,어제 친구들과 오랜만에 만나서 놀았는데 너무 즐거웠어.,2
4435,옆집 아주머니가 반찬을 주고 가셔서 고맙게 생각하는군요. 어떻게 할 생각인가요?,난 직장을 다니다 보니 반찬을 주로 사서 먹다 보니 음식으로 답례를 하지는 못해서 딴 방법을 생각하고 있어.,2
4436,기분이 상당히 좋아 보이세요.,맞아 이번에 성적이 오르면 부모님이 노트북을 사주신대.,2
4437,남자 친구가 없어서 외로우시군요. 남자 친구를 사귀기 위해 어떤 노력을 하고 계시는가요?,내가 좋아하는 서핑 동호회에 가입했어. 거기서 만나 보려고 노력할 거야.,2
4438,음악 실기를 잘 봤다니 정말 기쁘실 것 같아요.,세 개 중에 하나 고르는 거였는데 한 개만 열심히 연습했어.,2
4439,부모님보다 친구를 더 믿으시는군요.,물론 부모님을 안 믿는 건 아니지만 친구가 더 믿음이 가.,2
4440,면접 보게 된 것 축하해요. 목표한 기업에서 면접 볼 기회를 얻었네요.,열심히 준비했기 때문에 서류 합격할 줄 알았어.,2
4441,축하해요. 어떻게 정직원으로 채용되셨나요?,회사에서 일 잘하고 회사 사람들과 잘 지낸다고 회사 측에서 나를 좋게 평가했어.,2
4442,업무가 많아 스트레스가 많으시군요.,그렇지만 난 내 일이 만족스럽고 좋아.,2
4443,그렇군요. 누가 병원비를 내나요?,동생이 내고 있어서 더욱 미안해.,2
4444,잘 되었네요. 건강을 위해 무엇을 하셨나요?,몇 년 전에 건강검진에서 안 좋은 결과가 나왔었거든 그때는 걱정이 너무 많았었지.,2
4445,팀장님이 좋으신 분 같군요. 왜 그렇게 생각하시나요?,업무적으로 확실하셔서 일하기가 편하거든.,2
4446,어떤 점이 걱정되는지 여쭤봐도 될까요?,낭만적인 날이 됐으면 좋겠고 잊지 못할 추억이 됐으면 좋겠거든.,2
4447,프로젝트를 잘 마친 것 같아서 기쁘시겠어요.,완전 기뻐 내가 나이가 많아서 잘 마무리할 수 있을지 걱정이 많았거든 완전 뿌듯해.,2
4448,컴퓨터를 배울 만큼 건강하셔서 좋겠어요.,젊었을 때 건강을 챙겨서 그렇지.,2
4449,아내가 임신을 해서 기쁘시군요.,날 믿고 결혼해주고 축복까지 얻어준 아내에게 너무 고마워.,2
4450,자녀들에 대한 신뢰가 크시군요.,내가 모르는 비밀이 있을 수도 있지만 우리 아이들은 언제나 솔직하게 이야기를 해주는 편이야.,2
4451,어려운 결정을 하셨군요.,어차피 정년까지 못 버틸 것 같거든. 명예퇴직하면 보너스 수당도 주니까 이득일 거야.,2
4452,가족들과 사이가 좋아져서 기쁘시군요. 어떤 행복한 일이 있었나요?,어제는 아빠가 공부하기 힘들지 않냐고 하시면서 맛있는 스파게티를 요리해주셨어. 그 어느 레스토랑보다 맛있는 파스타였어!,2
4453,어떤 동호회인가요?,함께 책을 읽고 이야기하는 독서 동호회야. 다들 좋은 사람 같아.,2
4454,비교를 너무 많이 당해서 자존심이 많이 상했군요. 어떤 일이 있었는지 말씀해주시겠어요?,내 영업성과도 낮은 편은 아닌데 그 동기의 성과가 눈에 띄게 좋거든.,2
4455,이번 건강검진의 결과로 기분이 좋으시군요.,걱정을 많이 했는데 정상 수치라서 기분이 너무 좋았어.,2
4456,강한 확신이 있으시군요. 어떤 분야에서 잘 될 것 같다고 생각하시나요?,좋은 직업을 가질 거야. 그만큼 많이 노력해왔으니까.,2
4457,영어 시간에 대답을 못 해서 난감하고 부끄러우셨군요. 어떻게 하면 영어를 잘하게 될까요?,매일 단어를 외우고 본문을 미리 예습하면 잘하게 될 거야.,2
4458,친구분이 갑작스러운 남편의 퇴직 권고에 충격이 크셨겠어요.,그래서 오히려 연금을 꾸준히 넣고 있는 우리 집을 부러워하더라고. 연금 넣은 것에 대해선 안도하고 있어.,2
4459,놀라워요. 그렇게 나오기 쉽지 않을 텐데 기쁘시겠어요. 평소 건강을 위해 어떤 방법을 사용하세요?,출근 전 조깅하고 밥을 챙겨 먹어. 또 주말에는 사람들과 같이 등산해.,2
4460,심장에 문제가 없기를 바라시는군요. 더 자세히 이야기해주시겠어요?,옛날에 심장이 안좋았는데. 지금은 괜찮길 바라고있어.,2
4461,사내 아이디어에 당첨이 되셨군요.,혹시나 해서 내봤는데 내 아이디어가 당첨될 줄이야! 포상금으로 뭐할까?,2
4462,자신이 좋아하는 친구가 다른 친구에게 더 관심이 있어서 힘들겠네요.,다솜이는 나하고 있을 때보다 소희랑 있을 때 더 재밌어하는 거 같아.,2
4463,많이 맞으셨나요.,말리는 친구가 없었으면 큰일 날 뻔했어.,2
4464,가족이 화목한 것을 자신하시는군요.,맞아. 서운한 것도 바로 풀어버려서 어색함 없이 행복하게 지내고 있지.,2
4465,며느리가 마음에 드시나 보네요.,그럼. 우리 며느리 같은 며느리는 세상에 없을걸.,2
4466,취업난에도 굴하지 않고 계속 지원하고 계시는군요.,내 길을 걸으면서 얻을 것이 많을 걸 알기에 포기하지 않고 있어!,2
4467,친구분이 무슨 일 있으신가요?,아직 몰라. 다음에 친구가 이야기해 주겠지.,2
4468,아드님이 말을 잘 들어서 기분이 편안하시군요.,응! 아주 편안해. 아들이 나이 들어서 철이 든 건지. 용돈을 올려 줘야겠어.,2
4469,진짜 좋으시겠어요.,어제는 나한테 차를 사줬어.,2
4470,조기 축구회가 삶에 많은 활력을 주고 있군요.,처음엔 건강 때문에 억지로 시작했는데 할수록 재밌어서 멤버가 더 모이면 좋겠어.,2
4471,연봉인상을 기대했을 텐데 실망감이 크겠어요.,올해는 어느 해보다 더 열심히 일했거든.,2
4472,떠난다니 자세히 말씀해 주세요.,차곡차곡 모은 월차와 휴가를 가지고 제주도로 떠날 거야. 내가 이날을 위해 참고 일했지.,2
4473,다들 협업하여 회사의 위기를 넘길 수 있어 감사했겠군요.,본인보다 회사를 생각하며 다들 열심히 해주어서 너무 감사했어.,2
4474,만족할 만한 연금이 나오셔서 기쁘시겠어요.,이 정도면 돈 걱정 없이 가족들과 지낼 수 있겠어.,2
4475,혼자서 동아리방 청소를 하느라 고생하셨겠어요.,힘들지만 친구들이 깨끗한 동아리방을 보고 좋아하면 기쁠 것 같아.,2
4476,손녀가 선물로 영양제를 사줬군요. 행복하시겠어요.,고마운 마음을 표현하고 싶은데 손녀에게 무엇을 해 주는 것이 좋을지 고민이야.,2
4477,그동안 고생 많으셨어요. 은퇴 축하드려요.,응. 은퇴하면 늦잠도 자고 읽고 싶던 책도 여유 있게 읽을 거야.,2
4478,직원들의 존경의 대상이 되셔서 많이 기쁘시겠어요.,은퇴를 하게 되어 조금은 아쉽지만 기분은 좋네.,2
4479,오랜만에 낮잠 주무셔서 기분이 좋으시군요!,이따 밤에 제때 잘 수 있을지는 모르겠어.,2
4480,자녀분들이 정말 좋은 분들 뿐이라서 좋으시겠어요.,부모에게 있어 말뿐이라도 고마운 일이지. 나도 부모로서 더욱 도움이 되어주고 싶으니까.,2
4481,누구한테 질투심을 느끼셨어요?,고등학교 동창을 오랜만에 만났는데 나보다 건강도 좋은 것 같고 피부도 좋고.,2
4482,무슨 일인지 자세히 말씀해 주실 수 있으신가요?,은퇴 후의 계획을 세우고 보니 너무 완벽하게 느껴져.,2
4483,영어를 잘해서 기쁘시겠어요.,다른 건 몰라도 영어시험에서 한 문제도 틀리지 않았어.,2
4484,삶이 너무 행복한 것 같아 하늘을 날아갈 것만 같으시군요.,우리 부모님이 나를 믿고 존중해서 나의 꿈을 지지해주셨거든!,2
4485,공기가 좋아져서 천식이 심해질 일이 없어 기분이 좋으시군요.,그래도 꾸준히 관리하는 게 좋겠지? 도라지가 좋을까 아니면 배가 좋을까?,2
4486,괴롭힘을 당하다니 너무 힘들 것 같아요.,난 정말 열심히 노력해서 그 친구보다 더 성공할 거야.,2
4487,온 가족이 해외여행이라니 정말 흥분되는 일이에요.,여행지가 결정된 것도 아닌데 이렇게 기분이 날아가듯이 기뻐!,2
4488,기억력이 나빠지는 것 같아 혼란스러우시군요.,젊었을 때는 사소한 것 하나도 다 기억하는 사람이었거든.,2
4489,내기에 이기셨다니 기분이 정말 좋으시겠어요.,누나가 억지로 방 청소 내기를 하자고 한 건데 내가 더 빨리했어.,2
4490,아들의 사랑을 느끼셔서 기쁘셨군요. 조금 더 자세히 말씀해주시겠어요?,우리 아들은 항상 나한테 안부전화도 빼먹지 않아. 날 끝까지 부양할거라고 난 자신해.,2
4491,규칙적인 식습관으로 건강해지셨군요.,쉽지 않지만 나이 들어서는 더욱 더 식습관에 신경을 써야 해.,2
4492,유학 갔다 온 딸이 대기업에 취업을 해서 기쁘시군요.,처음엔 딸아이가 유학을 다녀와서도 취업을 할 수 있을까 걱정했었거든 그런데 믿어주길 잘한 것 같아.,2
4493,기한을 잘 맞춰 주면 일하실 때 많이 행복할 것 같아요.,그럼. 따로 신경 쓰지 않아도 제때에 일들이 잘 마무리가 되어서 너무 좋아.,2
4494,남편분이 술을 너무 자주 마셔서 걱정인데 본인은 건강하다고 자신하시는군요.,그런 것 같아. 그래도 매일 술을 먹는데 건강이 좋을 리는 없지.,2
4495,자녀를 위해 무엇이든 하실 수 있을 것 같아요! 정말 든든해요.,비록 아이들이 다른 길로 갈까 불안하긴 하지만 그래도 뭐든 해주려고.,2
4496,떨리시겠네요. 이제 뚜렷하게 볼 수 있어 좋으시겠어요.,맞아. 이제 안경을 안 써도 되고 좋아.,2
4497,친절한 동료 덕분에 직장에서 행복한 나날을 보내고 계시는군요.,처음에는 내가 원하는 길이 맞나 싶었는데 걱정한 게 무색할 정도로 정말 좋아. 특히 사수님을 속마음을 털어 놓아도 될 만큼 신뢰하게 되었어.,2
4498,성공적인 마무리를 축하드려요. 정말 기쁘시겠어요.,이번 프로젝트는 성공뿐만 아니라 승진 기회와도 연결되어 있어서 열심히 했거든.,2
4499,지금까지 자료정리를 완벽하게 해왔던 것이 빛을 발하는군요.,앞으로도 완벽하게 자료정리를 잘해서 뿌듯함을 계속 느끼고 싶어.,2
4500,아들이 엄마보다 여자친구에게 애정 표현을 더 잘하니 서운하시겠어요.,이제는 엄마보다 여자친구가 더 좋은가 봐.,2
4501,망했다고 생각한 이유가 있나요?,원래 내 예상은 사백오십 점이었는데 최종으로 사백십 점이 나왔어.,2
4502,만성질환이 있지만 걱정할 수준은 아니라서 다행이에요.,현재 건강을 지키면서 살아 가고 싶어.,2
4503,네?무슨 일인가요?,나 따돌림 당하던 아이를 구해줬는데 기분이 너무 좋아.,2
4504,애인과의 싸운 상황과는 반대인 다정한 연인을 보니 우울한 감정이 들었나 봐요.,우리랑은 다르게 정말 행복해 보여서 부럽기도 하고 우울하기도 했어.,2
4505,칭찬을 받아 기쁘군요. 어떤 칭찬을 받으셨나요?,다른 사람이 실수한 일을 내가 깔끔하게 처리해서 칭찬을 받았어.,2
4506,여유롭게 출근을 하시다니 정말 좋았겠어요.,나는 잠이 너무 많아서 걱정인데 오랜만에 여유롭게 출근하니까 좋았어.,2
4507,오해가 풀리셔서 기쁘시겠어요.,오해가 풀렸으니 친구들이 나랑 더 많이 놀아주겠지?,2
4508,잘된 일이네요. 많이 기쁘실 것 같아요.,성적도 잘 나왔으니 오늘은 마음 편하게 놀아야겠어.,2
4509,어떤 것들로 인해 그런 감정이 들었을까요?,남자친구가 하는 뻔한 거짓말들을 다 믿어.,2
4510,잘 사는 친구가 부러워서 자신과 비교하게 되어 우울하겠어요.,응. 저번 주에 친구 집에 가봤는데 크기가 우리 집의 다섯 배나 돼.,2
4511,입원중에 손녀의 결혼식에 다녀오실 수 있게 되셨군요. 정말 기쁘시겠어요. ,신나고 기뻤지. 손녀의 결혼식에 갈 수 있으니 어떻게 이 기쁨을 표현해야 할까?,2
4512,아버지 덕분에 행복하신가 봐요. 어떤 점이 좋은지 자세하게 말씀해주시겠어요?,아빠가 내가 모르는 숙제들을 다 알려주셨어. 다 해결해서 기분이 좋아.,2
4513,그렇군요. 근육량은 어떻게 나왔어요?,그것도 정상 범주야. 은근히 기분 좋아.,2
4514,노후준비를 안 마친 상태에서 은퇴해야 하기에 혼란스러우신가 봐요.,난 적어도 노후준비는 완벽하게 하고 은퇴할 예정이었지.,2
4515,왜 스스로가 나쁘다고 생각하시나요?,우리 반에 괴롭힘을 당하는 친구가 있어. 그런데 나는 괴롭힘을 당하고 있지 않다는 것에 안도하고 있다는 점이 너무 나빠.,2
4516,요즘이 어떻길래 그렇게 좋으실까요?,집도 화목하고 학업도 좋아. 마음이 편해.,2
4517,어머니한테 배신당한 느낌이 드시는 이유가 있나요?,오늘은 내가 좋아하는 음식을 먹기로 했는데 누나가 좋아하는 걸로 준비하셨어.,2
4518,문서 작성을 아주 잘하시는군요. 많이 뿌듯하실 것 같아요.,사람들이 몰라서 물어볼 때마다 은근 자존감도 높아지고 직장에서의 위치도 확고해지는 것 같아 기뻐.,2
4519,언니가 화를 안 내서 정말 기뻤겠어요.,일부러 그런 게 아니더라도 화가 날 만한데 우리 언니는 이해해줬어.,2
4520,회장으로 선출돼서 흥분되시나 봐요.,응 할 일들이 막 떠오르고 흥분되네.,2
4521,조기 출산이라 걱정이 많으셨을 텐데 다행이네요. 축하드려요.,첫딸은 복덩어리라는데 딸이야. 아내랑 둘 다 딸을 원해서 기쁨이 두 배야.,2
4522,아이들이 좋은 머리를 닮아서 정말 행복했겠군요.,어떻게 하면 아이들의 재능을 더 키워줄 수 있을까?,2
4523,조용히 자기 일을 열심히 하는 사람들이 피해를 보는군요. 그렇게 생각하시는지 이유를 말해 주실 수 있으신가요?,주변 사람들 얘기 들어 보면 엉뚱한 사람들이 보상을 잘 받더라고.,2
4524,반 친구들이 다 같이 도움을 줘서 기쁘시겠군요.,이젠 가해자들이 날 찾아와도 두렵지 않아.,2
4525,본인의 능력에 대해 굉장히 자신하는군요.,당연하지. 나 정말 열심히 살아왔거든.,2
4526,면접을 잘 보셔서 기분이 좋으시군요.,다른 사람들은 아무 말도 못하는데 나만 대답도 다 했고 나한테 질문들도 많았거든.,2
4527,오랜만의 외식에 신나신 것 같아요. 무엇을 드시고 오셨나요?,짜장면 먹었어! 가족끼리 외식할 기회가 많이 없었는데 신나.,2
4528,사촌동생의 자는 모습이 예쁘셨군요.,조금 더 크면 이런 모습을 볼 수 없을 것 같아서 그 순간에 감사했어.,2
4529,저라도 그 상황이면 너무 당황했을 것 같아요. 내일은 점심시간에 어떻게 하실 생각이세요?,일단은 내일 등교하자마자 담임선생님께 말씀드려놓을 거야. 그 친구를 돕고 싶어.,2
4530,기다리던 학교 폭력 위원회가 열려서 행복하겠어요.,응. 친구들 사이에 따돌림당한다고 내가 고생했거든.,2
4531,가족끼리 같이 운동하는 시간을 제일 좋아하시는군요.,가족과 같이 모여있다는 것만으로도 하루 중 제일 편안함을 느껴. 오래 같이 운동하고 싶어.,2
4532,아버지께서 사고가 날 뻔하셨군요. 사고가 나지 않아서 다행이에요.,아빠가 운전 중에 핸드폰을 사용하는 게 걱정이 많이 됐거든.,2
4533,무슨 좋은 일이 있으셨나요?,그럼 애들도 잘 컸고 이제 아내랑 오순도순하게 지낼 수 있을 것 같아.,2
4534,남자친구에게 거짓말 사실을 고백했군요.,놀란 것 같지만 오히려 다독여주었어.,2
4535,점수가 떨어져서 많이 속상하겠어요.,그래도 솔직하게 털어놓을 수 있는 친구가 있어서 기뻐.,2
4536,어떤 점에서 마음이 편안하다고 느끼셨나요?,일단 생활에 안정감이 생기는 것 같아. 그리고 덜 외로운 것도 있고.,2
4537,스스로 생각했던 것 보다 더 많이 등산을 해서 기분이 좋으시군요.,아프다고 집에만 있었는데 오히려 운동을 하니 관절염도 한결 나아진 기분이야.,2
4538,직장동료들과 관계가 원만해서 마음이 편안해지셨군요.,앞으로도 계속 이대로 잘 지내고 싶어.,2
4539,면접에 최종 합격하셨군요. 너무 기쁘시겠어요.,맞아 내가 원하던 회사라 더 흥분돼,2
4540,반 친구들이 말을 걸어주지 않아 너무 외롭겠어요.,나도 친구들과 대화하고 친하게 지내고 싶어.,2
